GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420032689699999,420032689699999,Allegheny County - COUNTY SUBDIVISION AND PLACE - Forward township - Forward township,Forward township,3376,1521,19.82,0.87,18.95,178.2,80.3
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200327120,4200327120,Allegheny County - COUNTY SUBDIVISION AND PLACE - Fox Chapel borough,Fox Chapel borough,5388,2186,7.87,0.01,7.87,685.0,277.9
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420032712027120,420032712027120,Allegheny County - COUNTY SUBDIVISION AND PLACE - Fox Chapel borough - Fox Chapel borough,Fox Chapel borough,5388,2186,7.87,0.01,7.87,685.0,277.9
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200327552,4200327552,Allegheny County - COUNTY SUBDIVISION AND PLACE - Franklin Park borough,Franklin Park borough,13470,4882,13.53,0.00,13.52,996.1,361.0
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420032755227552,420032755227552,Allegheny County - COUNTY SUBDIVISION AND PLACE - Franklin Park borough - Franklin Park borough,Franklin Park borough,13470,4882,13.53,0.00,13.52,996.1,361.0
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200327608,4200327608,Allegheny County - COUNTY SUBDIVISION AND PLACE - Frazer township,Frazer township,1157,540,9.34,0.00,9.34,123.8,57.8
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420032760899999,420032760899999,Allegheny County - COUNTY SUBDIVISION AND PLACE - Frazer township - Frazer township,Frazer township,1157,540,9.34,0.00,9.34,123.8,57.8
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200329432,4200329432,Allegheny County - COUNTY SUBDIVISION AND PLACE - Glassport borough,Glassport borough,4483,2255,1.79,0.20,1.58,2834.5,1425.8
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420032943229432,420032943229432,Allegheny County - COUNTY SUBDIVISION AND PLACE - Glassport borough - Glassport borough,Glassport borough,4483,2255,1.79,0.20,1.58,2834.5,1425.8
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200329592,4200329592,Allegheny County - COUNTY SUBDIVISION AND PLACE - Glenfield borough,Glenfield borough,205,96,0.99,0.17,0.82,250.0,117.1
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420032959229592,420032959229592,Allegheny County - COUNTY SUBDIVISION AND PLACE - Glenfield borough - Glenfield borough,Glenfield borough,205,96,0.99,0.17,0.82,250.0,117.1
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200329732,4200329732,Allegheny County - COUNTY SUBDIVISION AND PLACE - Glen Osborne borough,Glen Osborne borough,547,216,0.56,0.14,0.43,1276.8,504.2
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420032973229732,420032973229732,Allegheny County - COUNTY SUBDIVISION AND PLACE - Glen Osborne borough - Glen Osborne borough,Glen Osborne borough,547,216,0.56,0.14,0.43,1276.8,504.2
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200331256,4200331256,Allegheny County - COUNTY SUBDIVISION AND PLACE - Green Tree borough,Green Tree borough,4432,2072,2.08,0.00,2.08,2135.5,998.4
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420033125631256,420033125631256,Allegheny County - COUNTY SUBDIVISION AND PLACE - Green Tree borough - Green Tree borough,Green Tree borough,4432,2072,2.08,0.00,2.08,2135.5,998.4
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200332328,4200332328,Allegheny County - COUNTY SUBDIVISION AND PLACE - Hampton township,Hampton township,18363,7555,16.21,0.01,16.20,1133.7,466.4
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420033232802056,420033232802056,Allegheny County - COUNTY SUBDIVISION AND PLACE - Hampton township - Allison Park CDP (part),Allison Park CDP (part),11752,4993,10.19,0.00,10.19,1153.5,490.1
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420033232899999,420033232899999,Allegheny County - COUNTY SUBDIVISION AND PLACE - Hampton township - Remainder of Hampton township,Remainder of Hampton township,6611,2562,6.02,0.01,6.01,1100.0,426.3
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200332624,4200332624,Allegheny County - COUNTY SUBDIVISION AND PLACE - Harmar township,Harmar township,2921,1550,6.33,0.45,5.88,496.7,263.6
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420033262499999,420033262499999,Allegheny County - COUNTY SUBDIVISION AND PLACE - Harmar township - Harmar township,Harmar township,2921,1550,6.33,0.45,5.88,496.7,263.6
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200332832,4200332832,Allegheny County - COUNTY SUBDIVISION AND PLACE - Harrison township,Harrison township,10461,5177,7.89,0.52,7.36,1421.3,703.4
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420033283299999,420033283299999,Allegheny County - COUNTY SUBDIVISION AND PLACE - Harrison township - Harrison township,Harrison township,10461,5177,7.89,0.52,7.36,1421.3,703.4
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200333312,4200333312,Allegheny County - COUNTY SUBDIVISION AND PLACE - Haysville borough,Haysville borough,70,37,0.23,0.06,0.17,405.9,214.6
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420033331233312,420033331233312,Allegheny County - COUNTY SUBDIVISION AND PLACE - Haysville borough - Haysville borough,Haysville borough,70,37,0.23,0.06,0.17,405.9,214.6
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200333592,4200333592,Allegheny County - COUNTY SUBDIVISION AND PLACE - Heidelberg borough,Heidelberg borough,1244,665,0.28,0.00,0.28,4390.2,2346.9
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420033359233592,420033359233592,Allegheny County - COUNTY SUBDIVISION AND PLACE - Heidelberg borough - Heidelberg borough,Heidelberg borough,1244,665,0.28,0.00,0.28,4390.2,2346.9
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200335424,4200335424,Allegheny County - COUNTY SUBDIVISION AND PLACE - Homestead borough,Homestead borough,3165,1895,0.64,0.07,0.58,5499.7,3292.9
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420033542435424,420033542435424,Allegheny County - COUNTY SUBDIVISION AND PLACE - Homestead borough - Homestead borough,Homestead borough,3165,1895,0.64,0.07,0.58,5499.7,3292.9
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200336808,4200336808,Allegheny County - COUNTY SUBDIVISION AND PLACE - Indiana township,Indiana township,7253,2843,17.57,0.00,17.57,412.8,161.8
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420033680899999,420033680899999,Allegheny County - COUNTY SUBDIVISION AND PLACE - Indiana township - Indiana township,Indiana township,7253,2843,17.57,0.00,17.57,412.8,161.8
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200337000,4200337000,Allegheny County - COUNTY SUBDIVISION AND PLACE - Ingram borough,Ingram borough,3330,1623,0.43,0.00,0.43,7672.2,3739.3
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420033700037000,420033700037000,Allegheny County - COUNTY SUBDIVISION AND PLACE - Ingram borough - Ingram borough,Ingram borough,3330,1623,0.43,0.00,0.43,7672.2,3739.3
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200337955,4200337955,Allegheny County - COUNTY SUBDIVISION AND PLACE - Jefferson Hills borough,Jefferson Hills borough,10619,4537,16.68,0.17,16.52,642.9,274.7
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420033795537955,420033795537955,Allegheny County - COUNTY SUBDIVISION AND PLACE - Jefferson Hills borough - Jefferson Hills borough,Jefferson Hills borough,10619,4537,16.68,0.17,16.52,642.9,274.7
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200339312,4200339312,Allegheny County - COUNTY SUBDIVISION AND PLACE - Kennedy township,Kennedy township,7672,3458,5.53,0.05,5.48,1399.3,630.7
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420033931299999,420033931299999,Allegheny County - COUNTY SUBDIVISION AND PLACE - Kennedy township - Kennedy township,Kennedy township,7672,3458,5.53,0.05,5.48,1399.3,630.7
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200339624,4200339624,Allegheny County - COUNTY SUBDIVISION AND PLACE - Kilbuck township,Kilbuck township,697,300,2.60,0.06,2.53,275.1,118.4
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420033962499999,420033962499999,Allegheny County - COUNTY SUBDIVISION AND PLACE - Kilbuck township - Kilbuck township,Kilbuck township,697,300,2.60,0.06,2.53,275.1,118.4
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200342368,4200342368,Allegheny County - COUNTY SUBDIVISION AND PLACE - Leet township,Leet township,1634,632,1.50,0.00,1.50,1088.3,420.9
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420034236899999,420034236899999,Allegheny County - COUNTY SUBDIVISION AND PLACE - Leet township - Leet township,Leet township,1634,632,1.50,0.00,1.50,1088.3,420.9
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200342392,4200342392,Allegheny County - COUNTY SUBDIVISION AND PLACE - Leetsdale borough,Leetsdale borough,1218,632,1.18,0.18,1.00,1217.6,631.8
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420034239242392,420034239242392,Allegheny County - COUNTY SUBDIVISION AND PLACE - Leetsdale borough - Leetsdale borough,Leetsdale borough,1218,632,1.18,0.18,1.00,1217.6,631.8
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200343064,4200343064,Allegheny County - COUNTY SUBDIVISION AND PLACE - Liberty borough,Liberty borough,2551,1151,1.49,0.06,1.43,1783.4,804.6
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420034306443064,420034306443064,Allegheny County - COUNTY SUBDIVISION AND PLACE - Liberty borough - Liberty borough,Liberty borough,2551,1151,1.49,0.06,1.43,1783.4,804.6
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200343408,4200343408,Allegheny County - COUNTY SUBDIVISION AND PLACE - Lincoln borough,Lincoln borough,1072,477,5.01,0.21,4.80,223.4,99.4
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420034340843408,420034340843408,Allegheny County - COUNTY SUBDIVISION AND PLACE - Lincoln borough - Lincoln borough,Lincoln borough,1072,477,5.01,0.21,4.80,223.4,99.4
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200345900,4200345900,Allegheny County - COUNTY SUBDIVISION AND PLACE - McCandless township,McCandless township,28457,12307,16.60,0.10,16.50,1724.8,745.9
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420034590002056,420034590002056,Allegheny County - COUNTY SUBDIVISION AND PLACE - McCandless township - Allison Park CDP (part),Allison Park CDP (part),6140,2731,2.21,0.00,2.21,2783.0,1237.9
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420034590099999,420034590099999,Allegheny County - COUNTY SUBDIVISION AND PLACE - McCandless township - Remainder of McCandless township,Remainder of McCandless township,22317,9576,14.40,0.10,14.29,1561.4,670.0
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200346072,4200346072,Allegheny County - COUNTY SUBDIVISION AND PLACE - McDonald borough,McDonald borough,383,190,0.20,0.00,0.20,1917.4,951.2
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420034607246072,420034607246072,Allegheny County - COUNTY SUBDIVISION AND PLACE - McDonald borough - McDonald borough (part),McDonald borough (part),383,190,0.20,0.00,0.20,1917.4,951.2
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200346256,4200346256,Allegheny County - COUNTY SUBDIVISION AND PLACE - McKeesport city,McKeesport city,19731,10088,5.41,0.37,5.04,3911.5,1999.9
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420034625646256,420034625646256,Allegheny County - COUNTY SUBDIVISION AND PLACE - McKeesport city - McKeesport city,McKeesport city,19731,10088,5.41,0.37,5.04,3911.5,1999.9
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200346264,4200346264,Allegheny County - COUNTY SUBDIVISION AND PLACE - McKees Rocks borough,McKees Rocks borough,6104,3342,1.12,0.06,1.06,5777.5,3163.2
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420034626446264,420034626446264,Allegheny County - COUNTY SUBDIVISION AND PLACE - McKees Rocks borough - McKees Rocks borough,McKees Rocks borough,6104,3342,1.12,0.06,1.06,5777.5,3163.2
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200347696,4200347696,Allegheny County - COUNTY SUBDIVISION AND PLACE - Marshall township,Marshall township,6915,2531,15.46,0.00,15.46,447.4,163.8
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420034769699999,420034769699999,Allegheny County - COUNTY SUBDIVISION AND PLACE - Marshall township - Marshall township,Marshall township,6915,2531,15.46,0.00,15.46,447.4,163.8
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200349920,4200349920,Allegheny County - COUNTY SUBDIVISION AND PLACE - Millvale borough,Millvale borough,3744,2118,0.68,0.06,0.62,6044.3,3419.3
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420034992049920,420034992049920,Allegheny County - COUNTY SUBDIVISION AND PLACE - Millvale borough - Millvale borough,Millvale borough,3744,2118,0.68,0.06,0.62,6044.3,3419.3
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200350528,4200350528,Allegheny County - COUNTY SUBDIVISION AND PLACE - Monroeville municipality,Monroeville municipality,28386,13496,19.74,0.01,19.74,1438.1,683.7
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035052850528,420035052850528,Allegheny County - COUNTY SUBDIVISION AND PLACE - Monroeville municipality - Monroeville municipality,Monroeville municipality,28386,13496,19.74,0.01,19.74,1438.1,683.7
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200350784,4200350784,Allegheny County - COUNTY SUBDIVISION AND PLACE - Moon township,Moon township,24185,10438,24.22,0.29,23.92,1010.9,436.3
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035078411348,420035078411348,Allegheny County - COUNTY SUBDIVISION AND PLACE - Moon township - Carnot-Moon CDP,Carnot-Moon CDP,11372,5354,5.98,0.00,5.98,1902.0,895.5
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035078499999,420035078499999,Allegheny County - COUNTY SUBDIVISION AND PLACE - Moon township - Remainder of Moon township,Remainder of Moon township,12813,5084,18.24,0.29,17.95,714.0,283.3
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200351696,4200351696,Allegheny County - COUNTY SUBDIVISION AND PLACE - Mount Lebanon township,Mount Lebanon township,33137,15040,6.08,0.00,6.08,5451.9,2474.5
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035169699999,420035169699999,Allegheny County - COUNTY SUBDIVISION AND PLACE - Mount Lebanon township - Mount Lebanon township,Mount Lebanon township,33137,15040,6.08,0.00,6.08,5451.9,2474.5
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200351744,4200351744,Allegheny County - COUNTY SUBDIVISION AND PLACE - Mount Oliver borough,Mount Oliver borough,3403,1808,0.34,0.00,0.34,10022.6,5325.0
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035174451744,420035174451744,Allegheny County - COUNTY SUBDIVISION AND PLACE - Mount Oliver borough - Mount Oliver borough,Mount Oliver borough,3403,1808,0.34,0.00,0.34,10022.6,5325.0
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200352320,4200352320,Allegheny County - COUNTY SUBDIVISION AND PLACE - Munhall borough,Munhall borough,11406,5825,2.39,0.09,2.30,4964.2,2535.2
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035232052320,420035232052320,Allegheny County - COUNTY SUBDIVISION AND PLACE - Munhall borough - Munhall borough,Munhall borough,11406,5825,2.39,0.09,2.30,4964.2,2535.2
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200353136,4200353136,Allegheny County - COUNTY SUBDIVISION AND PLACE - Neville township,Neville township,1084,620,2.35,0.81,1.53,708.0,405.0
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035313699999,420035313699999,Allegheny County - COUNTY SUBDIVISION AND PLACE - Neville township - Neville township,Neville township,1084,620,2.35,0.81,1.53,708.0,405.0
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200354816,4200354816,Allegheny County - COUNTY SUBDIVISION AND PLACE - North Braddock borough,North Braddock borough,4857,2797,1.55,0.06,1.49,3254.7,1874.3
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035481654816,420035481654816,Allegheny County - COUNTY SUBDIVISION AND PLACE - North Braddock borough - North Braddock borough,North Braddock borough,4857,2797,1.55,0.06,1.49,3254.7,1874.3
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200355016,4200355016,Allegheny County - COUNTY SUBDIVISION AND PLACE - North Fayette township,North Fayette township,13934,6187,25.18,0.00,25.18,553.3,245.7
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035501623720,420035501623720,Allegheny County - COUNTY SUBDIVISION AND PLACE - North Fayette township - Enlow CDP (part),Enlow CDP (part),898,466,0.43,0.00,0.43,2098.4,1088.9
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035501636768,420035501636768,Allegheny County - COUNTY SUBDIVISION AND PLACE - North Fayette township - Imperial CDP (part),Imperial CDP (part),546,314,1.02,0.00,1.02,536.2,308.4
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035501654568,420035501654568,Allegheny County - COUNTY SUBDIVISION AND PLACE - North Fayette township - Noblestown CDP (part),Noblestown CDP (part),508,208,1.00,0.00,1.00,507.2,207.7
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035501674944,420035501674944,Allegheny County - COUNTY SUBDIVISION AND PLACE - North Fayette township - Sturgeon CDP (part),Sturgeon CDP (part),1345,524,0.86,0.00,0.86,1571.4,612.2
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035501699999,420035501699999,Allegheny County - COUNTY SUBDIVISION AND PLACE - North Fayette township - Remainder of North Fayette township,Remainder of North Fayette township,10637,4675,21.88,0.00,21.88,486.1,213.7
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200355488,4200355488,Allegheny County - COUNTY SUBDIVISION AND PLACE - North Versailles township,North Versailles township,10229,5219,8.19,0.17,8.02,1275.1,650.6
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035548899999,420035548899999,Allegheny County - COUNTY SUBDIVISION AND PLACE - North Versailles township - North Versailles township,North Versailles township,10229,5219,8.19,0.17,8.02,1275.1,650.6
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200355840,4200355840,Allegheny County - COUNTY SUBDIVISION AND PLACE - Oakdale borough,Oakdale borough,1459,641,0.47,0.00,0.47,3108.1,1365.5
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035584055840,420035584055840,Allegheny County - COUNTY SUBDIVISION AND PLACE - Oakdale borough - Oakdale borough,Oakdale borough,1459,641,0.47,0.00,0.47,3108.1,1365.5
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200356088,4200356088,Allegheny County - COUNTY SUBDIVISION AND PLACE - Oakmont borough,Oakmont borough,6303,3233,1.77,0.18,1.59,3965.9,2034.2
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035608856088,420035608856088,Allegheny County - COUNTY SUBDIVISION AND PLACE - Oakmont borough - Oakmont borough,Oakmont borough,6303,3233,1.77,0.18,1.59,3965.9,2034.2
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200356384,4200356384,Allegheny County - COUNTY SUBDIVISION AND PLACE - O'Hara township,O'Hara township,8407,3663,7.37,0.36,7.02,1198.4,522.2
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035638499999,420035638499999,Allegheny County - COUNTY SUBDIVISION AND PLACE - O'Hara township - O'Hara township,O'Hara township,8407,3663,7.37,0.36,7.02,1198.4,522.2
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200356392,4200356392,Allegheny County - COUNTY SUBDIVISION AND PLACE - Ohio township,Ohio township,4757,1987,6.86,0.00,6.86,693.6,289.7
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035639299999,420035639299999,Allegheny County - COUNTY SUBDIVISION AND PLACE - Ohio township - Ohio township,Ohio township,4757,1987,6.86,0.00,6.86,693.6,289.7
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200359032,4200359032,Allegheny County - COUNTY SUBDIVISION AND PLACE - Penn Hills township,Penn Hills township,42329,20342,19.36,0.24,19.12,2214.1,1064.0
0500000US42003,42003,"Allegheny County, Pennsylvania",0700000US420035903299999,420035903299999,Allegheny County - COUNTY SUBDIVISION AND PLACE - Penn Hills township - Penn Hills township,Penn Hills township,42329,20342,19.36,0.24,19.12,2214.1,1064.0
0500000US42003,42003,"Allegheny County, Pennsylvania",0600000US4200359152,4200359152,Allegheny County - COUNTY SUBDIVISION AND PLACE - Pennsbury Village borough,Pennsbury Village borough,661,493,0.08,0.00,0.08,8753.1,6528.4
